CLASIFICACION;IMPUTACION;ID;ANIO;CIIU4;TAMANO;TEED;A001;A002;A003;A004;A005;A008;A009;A011;A012;A010;B001;B002;B003;B004;B005;B006;B007;B008;B009;B010;B011;B012;B013;B014;B015;B016;B017;B018;B019;B020;B021;B022;B023;B024;B025;B026;B027;B028;B029;B030;B031;B032;B033;B034;B035;B036;B037;B038;B039;B040;B041;B042;B043;B044;B045;B046;B047;B048;B049;C001;C002;C003;C004;C005;C006;C007;C008;C009;C010;C011;C012;C013;C014;C015;C016;C017;C018;C019;C020;C021;C022;D001;D002;D003;D004;D005;D006;D007;D008;D009;D010;D011;D012;D013;D014;D015;D016;D017;D018;D019;D020;D021;D022;D023;D024;D025;D026;D027;D028;D029;D030;D031;D032;D033;D034;D035;D036;D037;D038;D039;D040;D041;D042;D043;F001;F002;F003;F004;F005;F006;F007;F008;F009;F010;F011;F012;G001;G002;G003;G004;G005;G006;G007;G008;G009;G010;G011;G012;G013;G014;G015;G016;G017;G018;G019;G020;G021;G022;G023;G024;G025;G026;G027;G028;G029;G030;G031;G032;G033;G034;G035;G036;G037;G038;G039;G040;G041;G042;G043;G044;G045;G046;H001;H002;H003;H004;H005;H006;H007;H008;H009;H010;H011;H012;H013;H014;H015;H016;H017;H018;H019;H020;I001;I002;I003;I004;I005;I006;I007;I008;I009;I010;I011;I012;I013;I014;I015;I016;I017;I018;I019;I020;I021;I022;I023;I024;I025;I026;I027;I028;I029;I030;I031;I032;I033;I034;I035;I036;I037;I038;I039;I040;I041;I042;I043;I044;I045;I046;I047;I048;I049;I050;I051;I052;I053;I054;I055;I056;I057;I058;I059;I060;I061;I062;I063;I064;I065;I066;I067;I068;I069;I070;I071;I072;I073;I074;I075;I076;I077;I078;I079;I080;I081;J001;J002;J003;J004;J005;J006;J007;J008;J009;J010;J011;J012;J013;J014;J015;J016;J017;J018;J019;J020;J021;J022;J023;J024;J025;J026;J027;J028;J029;J030;J031;J032;J033;J034;J035;J036;J037;J038;J039;J040;J041;J042;J043;J044;J045;J046;J047;J048;J049;J050;J051;J052;J053;J054;J055;J056;J057;J058;J059;J060;J061;J062;J063;J064;J065;J066;J067;J068;J069;J070;J071;J072;J073;J074;J075;J076;J077;J078;J079;J080;J081;J082;J083;J084;J085;J086;J087;J088;J089;J090;J091;J092;J093;J094;J095;J096;J097;J098;J099;J100;J101;J102;J103;J104;J105;J106;J107;J108;J109;K001;K002;K003;K004;K005;K006;K007;K008;K009
F;0;138612;2019;35;0;0;2;100;0;0;4;1;7;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190060;20974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;912;0;0;0;0;0;0;0;0;0;22899;21987;0;0;0;4060;2895;4564;1261;0;0;0;77;588;334;13475;0;0;0;0;0;0;24670;0;915;0;54;0;56755;0;65394;3985;179027;0;16595;0;0;0;0;11508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;332;0;0;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;2;0;2;0;45;0;0;45;30;415;45;33;953;45;729;847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;3;1;4;0;9820;23392;17858;51070;0;0;0;0;0;0;51070;0;0;0;3;1;4;792;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44886;211034;28103;107466;211034;0;211034;117557;93477
A;0;138617;2019;35;0;0;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1665;197;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;282;0;0;0;0;0;0;0;0;0;36;32;0;98;0;22;0;0;8;0;0;0;0;0;0;139;0;0;60;0;0;7;89;0;12;1;0;0;139;0;529;0;1006;0;0;217;0;0;27;0;0;0;1;0;76;128;0;0;0;0;0;0;508;488;0;0;0;0;508;488;0;0;0;0;0;0;0;0;5000;1;1;0;0;0;0;0;0;0;0;0;1.0494134;1;1800;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;2;1;0;5;0;20;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;0;4;0;0;96;43;139;0;0;0;0;0;0;139;0;0;0;4;0;4;9282.8545;9282.8545;0;6.4285712;0;6.4285712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;521;2;36;32;0;0;0;0;0;0;3;0;24;0;0;0;192;0;1473;0;0;0;0;0;2;0;0;0;23;0;174;0;0;0;215;0;0;0;0;0;0;0;1647;68;1938;244;321.04941;1938;-19;1938;810.0494384765625;1127.950561523438
F;0;138632;2019;35;0;0;4;100;0;0;4;1;7;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2032;17838;1888;465;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8066;0;0;0;0;0;0;0;0;0;1;0;0;403;0;119;18;133;6;0;0;0;1;0;6;657;77;6;32;0;0;60;2462;0;3;9;10;0;1118;0;3781;529;9027;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;40;0;0;0;0;37;40;0;0;0;0;0;0;0;0;0;0;11642;0;0;0;0;0;0;0;0;0;870;0;0;22823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;0;0;8395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;1;45;137;2;45;457;13;45;452;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;53;377;546;1077;0;0;0;0;0;0;1077;0;0;0;0;0;0;1046;1046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22277;15;37069;22277;0;22277;55940;-33663
A;0;138638;2019;35;0;0;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1185;178;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;29;42;0;0;0;20;0;0;40;0;0;0;0;0;0;112;0;0;55;0;0;0;13;0;13;1;0;0;70;0;627;0;951;0;0;339;0;0;45;0;0;0;2;0;0;939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;1;1;0;0;0;0;0;0;0;0;0;.39957342;1;1500;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;0;0;5;0;0;413;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;4;0;4;0;0;44;26;70;0;0;0;0;0;0;70;0;0;0;4;0;4;9282.8545;9282.8545;0;6.4285712;0;6.4285712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;3;29;42;0;0;0;0;0;0;0;0;19;0;0;0;0;0;1185;0;0;0;0;0;3;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;1363;71;1367;384;314.39957;1367;1;1367;336.3995666503906;1030.600463867188
A;0;138643;2019;35;1;1;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;271;2729;904;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;1038;669;0;480;0;22;0;0;9;0;0;0;0;0;0;118;0;0;64;0;0;13;94;0;24;1;0;0;131;0;637;0;1113;0;0;281;0;0;147;0;2;0;2;0;0;392;0;0;0;0;0;0;56;54;0;0;0;0;56;54;0;0;0;0;0;0;0;0;1100;1;1;0;0;0;0;0;0;0;0;0;.60007107;1;2000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;343;0;0;0;0;0;287;3;5;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;4;0;4;0;4;0;0;0;0;0;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;8;0;8;0;0;99;32;131;0;0;0;0;0;0;131;0;0;0;8;0;8;18565.709;18565.709;0;6.4285712;0;6.4285712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11637;7;628;669;6288;0;410;0;0;0;0;0;5;33;0;0;0;0;316;2413;0;0;0;0;1;9;0;0;0;0;93;811;0;0;0;3224;0;0;0;0;0;0;409;1707;4142;428;1961.6001;4142;14;4142;2581.60009765625;1560.39990234375
C;0;138653;2019;35;0;0;4;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1008;1021697;147726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20427;0;0;0;0;0;0;0;0;0;81347;0;0;0;0;0;0;0;0;0;675;2036;0;12130;0;18806;0;0;1421;0;0;0;0;0;0;2667;0;0;0;0;0;992;3764;0;0;0;0;0;55345;0;419782;48196;550973;0;2408;221534;0;0;245692;0;0;0;326;0;30746;83128;0;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;1;2480;1529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300347;0;0;2354;0;0;1616;0;0;54061;0;0;0;0;0;61404;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;22;0;0;0;0;0;0;0;0;45;0;1106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;2;12600;0;0;25051;37651;0;0;0;0;0;0;37651;0;0;0;2;0;2;3455.2849;3455.2849;0;4.7857146;0;4.7857146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2711;1170431;469634;78767;1170431;0;1170431;127812;1042619
A;0;138683;2019;35;0;0;2;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4210;84815;11023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5248;1666;0;758;0;0;0;0;412;0;4917;0;0;0;0;0;0;805;0;68;0;84;0;0;733;201806;3364;219861;73;0;3628;0;0;201;0;323;0;94;0;0;-132056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69543;0;0;5644;0;0;0;1;0;126619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2340;0;2340;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;84815;0;0;0;0;0;2346;0;0;0;0;0;11023;0;0;0;0;0;0;0;0;0;0;95838;0;0;0;100048;3902;16517;100048;0;100048;33882;66166
A;0;138693;2019;35;0;0;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16983;937;0;0;0;0;0;0;92;0;0;0;0;3;0;0;0;0;1433;0;0;0;0;0;1844;0;0;0;0;0;0;0;0;0;1366;0;0;0;0;0;0;0;0;0;1208;0;0;63;0;355;0;5;0;0;0;0;0;79;25;62;732;0;19;0;0;221;714;19;5;0;0;0;0;0;7697;95;10028;4;0;247;0;0;1437;6;79;0;617;0;293;4422;0;0;0;0;0;0;773;812;0;0;0;0;773;812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;162;8015;0;0;0;0;0;58;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;7128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;3;3;0;3;7128;0;7128;0;6.5817189;6.5817189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26600;0;1208;0;0;0;0;0;0;0;0;147;105;0;0;0;0;13446;3537;0;0;0;0;0;19;0;0;0;0;0;937;0;0;0;0;0;0;0;0;0;13446;0;4474;1208;18012;1694;2099;18015;-45;18015;4834;13181
A;0;138708;2019;35;0;0;12;100;0;0;4;1;7;0;0;360.99991;9541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15945;120150;194645;2490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;0;0;0;109452;0;0;0;10250;0;0;0;0;0;0;0;48801;0;0;0;0;0;0;0;0;0;5536;1;0;735;0;18431;1988;40400;0;0;0;0;0;475;0;17000;0;0;0;0;0;0;17690;0;0;0;0;0;0;0;77954;0;173938;0;0;18717;0;0;0;0;0;0;0;0;0;209291;0;0;0;0;0;0;9300;4636;0;0;0;0;9300;4636;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;2;25000;9646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69073;0;0;0;0;0;779541;0;77954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;2340;2340;0;0;2075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;2;1;1;2;4680;0;4680;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;2;5536;1;0;9;0;9;0;0;0;0;0;0;0;0;0;0;2814;117336;0;0;0;0;4;2;0;0;0;0;177725;16920;0;0;0;134256;0;0;0;0;0;0;180539;5537;342771;18717;93478;342771;848614;342771;165368;177403
A;0;138723;2019;35;0;0;4;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920950;76129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35661;12;0;381;0;0;0;0;1430;0;0;0;0;0;0;157221;0;0;0;0;0;15960;0;0;0;0;0;0;0;0;155000;12500;342111;0;399;0;0;0;0;0;0;0;10215;0;0;724044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;934420;0;0;0;0;0;6539186;0;0;2041;0;154;0;0;0;2443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2340;0;2340;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;35661;12;0;0;0;0;0;0;0;0;21;0;0;0;0;0;920950;0;0;0;0;0;15;0;0;0;0;0;76129;0;0;0;0;0;0;0;0;0;0;0;997079;35673;997079;399;223184;997079;7475647;997079;211065;786014
A;0;138834;2019;35;0;0;12;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24142;87832;12406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59446;48907;110360;0;0;27473;0;0;17033;0;0;0;2244;0;0;-17838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;4320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;2;0;2;4320;0;4320;0;5.9833808;5.9833808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;87832;0;0;0;0;0;1;0;0;0;0;0;12406;0;0;0;0;0;0;0;0;0;0;0;100238;0;124380;44506;50914;124380;0;124380;5352;119028
A;0;138854;2019;35;4;4;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;35715;7725;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;2729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13607;0;0;1416;0;1513;0;106;0;0;0;0;133;0;0;73;1560;0;0;0;0;0;1532;0;0;0;0;0;2322;0;9465;1161;17865;5;58;7708;0;0;668;0;68;0;1;0;10;2680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.61002487;0;0;0;0;0;0;0;0;0;.59011734;1;1258;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3407;0;9452;175;0;10;0;0;0;65;0;3;15;1;15;1;1;0;1;0;12;10;12;10;19;4;19;4;40;0;33;40;0;1;40;0;40;40;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;1;0;12;10;19;4;47;15;62;994;12;527;672;2205;0;0;0;0;0;0;2205;0;0;0;47;15;62;127897.11;127897.11;0;5.7142859;0;5.7142859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245700;0;13607;0;0;0;0;0;0;0;0;0;565;0;0;0;0;0;35715;0;0;0;0;0;79;0;0;0;0;0;7725;0;0;0;0;0;0;0;0;0;0;0;43440;13607;43588;8439;16655.199;43588;3582;43588;20002.19921875;23585.80078125
A;0;138874;2019;35;0;0;12;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;313614;63818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;3225;0;0;0;0;0;0;0;0;0;9155;8162;0;0;0;4028;0;0;0;0;0;0;0;0;0;19127;0;0;47823;0;0;0;0;0;0;0;0;0;0;0;131534;60173;262685;0;0;89977;0;0;59333;0;37;0;2144;0;0;-56824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;4320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;2;2;0;2;4320;0;4320;0;5.9833808;5.9833808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9155;8162;0;0;0;0;0;0;0;0;8;0;0;0;0;0;313614;0;0;0;0;0;1;0;0;0;0;0;63818;0;0;0;0;0;0;0;0;0;0;0;377432;17317;377562;149310;148468;377562;0;377562;91520;286042
A;0;138910;2019;35;3;3;4;0;100;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;10214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;16;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;0;27;1112;0;0;0;151;60;0;152;0;0;0;0;0;26;127;16;0;0;0;0;13;117;0;74;0;10;12;2394;78;4594;212;8036;0;0;2051;0;0;319;140;6;0;0;0;0;-2853;0;0;0;0;0;0;507;497;0;0;0;0;507;497;0;0;0;0;0;0;0;0;0;0;.75506574;0;0;0;0;0;0;0;0;0;0;1;12633;10;0;0;0;0;0;0;0;0;0;0;0;.0014219694;0;0;0;0;0;0;0;0;0;2;0;0;0;0;41;0;25;9;0;0;4100;0;0;368;0;0;0;0;0;0;5;1;5;1;13;7;13;7;4;0;4;0;10;0;10;0;43;0;6;43;1083;18;43;298;3;42;1574;7;1;2;1;2;0;0;0;0;0;0;0;0;5989;0;0;135;0;0;5;1;13;7;4;0;10;0;32;8;40;1009;909;163;279;2360;1;2;0;0;0;0;2360;1;2;3;33;10;43;97131.117;91142.117;5989;6.3117824;5.5300107;6.2572403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1232;0;0;0;0;0;10214;0;0;0;0;0;0;0;0;0;0;0;10215;1139;10218;2510;2114.7566;10218;-25;10218;2147.756591796875;8070.2431640625
