CLASIFICACION;IMPUTACION;ID;ANIO;CIIU4;TAMANO;TEED;A001;A002;A003;A004;A005;A008;A009;A011;A012;A010;B001;B002;B003;B004;B005;B006;B007;B008;B009;B010;B011;B012;B013;B014;B015;B016;B017;B018;B019;B020;B021;B022;B023;B024;B025;B026;B027;B028;B029;B030;B031;B032;B033;B034;B035;B036;B037;B038;B039;B040;B041;B042;B043;B044;B045;B046;B047;B048;B049;C001;C002;C003;C004;C005;C006;C007;C008;C009;C010;C011;C012;C013;C014;C015;C016;C017;C018;C019;C020;C021;C022;D001;D002;D003;D004;D005;D006;D007;D008;D009;D010;D011;D012;D013;D014;D015;D016;D017;D018;D019;D020;D021;D022;D023;D024;D025;D026;D027;D028;D029;D030;D031;D032;D033;D034;D035;D036;D037;D038;D039;D040;D041;D042;D043;F001;F002;F003;F004;F005;F006;F007;F008;F009;F010;F011;F012;G001;G002;G003;G004;G005;G006;G007;G008;G009;G010;G011;G012;G013;G014;G015;G016;G017;G018;G019;G020;G021;G022;G023;G024;G025;G026;G027;G028;G029;G030;G031;G032;G033;G034;G035;G036;G037;G038;G039;G040;G041;G042;G043;G044;G045;G046;H001;H002;H003;H004;H005;H006;H007;H008;H009;H010;H011;H012;H013;H014;H015;H016;H017;H018;H019;H020;I001;I002;I003;I004;I005;I006;I007;I008;I009;I010;I011;I012;I013;I014;I015;I016;I017;I018;I019;I020;I021;I022;I023;I024;I025;I026;I027;I028;I029;I030;I031;I032;I033;I034;I035;I036;I037;I038;I039;I040;I041;I042;I043;I044;I045;I046;I047;I048;I049;I050;I051;I052;I053;I054;I055;I056;I057;I058;I059;I060;I061;I062;I063;I064;I065;I066;I067;I068;I069;I070;I071;I072;I073;I074;I075;I076;I077;I078;I079;I080;I081;J001;J002;J003;J004;J005;J006;J007;J008;J009;J010;J011;J012;J013;J014;J015;J016;J017;J018;J019;J020;J021;J022;J023;J024;J025;J026;J027;J028;J029;J030;J031;J032;J033;J034;J035;J036;J037;J038;J039;J040;J041;J042;J043;J044;J045;J046;J047;J048;J049;J050;J051;J052;J053;J054;J055;J056;J057;J058;J059;J060;J061;J062;J063;J064;J065;J066;J067;J068;J069;J070;J071;J072;J073;J074;J075;J076;J077;J078;J079;J080;J081;J082;J083;J084;J085;J086;J087;J088;J089;J090;J091;J092;J093;J094;J095;J096;J097;J098;J099;J100;J101;J102;J103;J104;J105;J106;J107;J108;J109;K001;K002;K003;K004;K005;K006;K007;K008;K009
A;0;117015;2019;35;5;4;4;.029999999;100;0;4;1;7;0;0;360.99991;0;232392;2;0;0;0;0;0;0;0;0;0;0;0;0;13709414;0;0;0;14664;0;23660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2792;0;0;0;0;0;86158;0;36540;210236;0;0;0;0;0;89427;1879075;2243729;3049723;0;0;0;0;0;0;0;0;0;0;0;0;89150;181941;1820;100529;0;0;0;24327;25570;1247;222375;54365;128925;0;0;0;845;184760;31642;16203;21455;2821;20449;1726464;6452;1651132;869413;5361885;300;22661;0;0;0;0;0;15503;0;106566;0;0;806300;0;0;135829;142790;0;0;810645;814975;497257;562492;0;0;1443731;1520257;0;0;1;152392;33526;0;0;0;930;2;1203;0;0;0;0;0;0;0;1;21520;15292;0;0;193;1;4230;3771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;21;1052;0;0;2675640;0;1268964;29898;0;47567;0;0;0;464911;0;319518;0;0;3645;0;0;11439;8;0;8;0;33;11;33;11;15;2;15;2;6;0;6;0;45;0;11782;45;0;23303;45;0;13360;45;0;4178;0;0;0;0;66;42;66;42;0;0;0;0;0;505440;0;110756;0;0;8;0;33;11;15;2;6;0;62;13;75;525772;722984;335459;89626;1673841;0;0;66;42;0;0;1673841;66;42;108;128;55;183;679493.5;174053.53;505440;6.4285717;12.963992;10.285541;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6460514;7248902;0;0;0;0;0;0;0;0;0;5293452;13980132;22961;7088382;13980132;3170449;13835131;8416357;5418774
A;0;118200;2019;35;8;6;4;100;0;0;4;1;7;0;0;360.99991;495018;1224857;3;0;0;0;0;0;0;0;0;0;0;0;0;409513120;0;0;0;760288;43045;512878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2050669;0;1319175;416055;0;0;0;0;0;3283971;60342616;179826640;9598616;8607;0;1416565;0;7251354;0;0;0;0;0;0;0;174204;600622;617509;374730;0;0;0;0;3560494;251791;1166260;1633342;1665320;188420;0;0;6594742;0;222865;97399;10639;70312;311114;15340168;1133367;27917722;10388672;72319696;24826;0;13597263;3193;8361;3119530;0;153901;0;183774;3534;16665140;46287104;0;72101904;2592698;2329058;0;0;2768748;2026637;37;1068;0;0;5361483;4356763;0;0;1;2105047;270115;0;0;0;27571;2;59866;0;0;0;0;0;0;0;1;935;443;1;117363;55565;1;107238;50771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2491;79;0;0;42686860;1373;24981112;0;0;8003;0;0;0;3684041;3193;231599;0;0;679995;4008859;0;2017013;20;7;20;7;80;94;80;94;138;62;138;62;94;4;94;4;44;1;19019;44;14493;50082;44;6737;100898;44;29895;23414;286;170;277;154;278;55;216;42;1155;10;972;7;999107;691470;2508480;286307;0;0;20;7;80;94;138;62;94;4;332;167;499;3758981;3028295;6693313;1666166;15146755;281.5;162;247;48.5;1063.5;8.5;15146755;1592;219;1811;1924;386;2310;5382485;1183428;4199057;6.5695286;6.4228272;6.4545169;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232111872;35033392;142367840;0;0;0;0;0;0;0;0;190850432;412549184;16753173;217273664;412549184;46366336;412134176;280402112;131732064
A;0;119199;2019;35;0;0;4;100;0;0;5;1;7;0;0;360.99991;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;44727;0;0;0;0;1666;5218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815;0;0;0;0;0;126;0;62;0;0;0;0;0;0;0;3234;27043;0;0;0;0;0;6856;2849;71;0;0;0;0;0;1;24;0;0;0;0;0;0;0;0;492;0;0;0;0;0;0;0;0;0;0;0;0;95;1;34;110;757;0;1;0;0;0;1435;0;0;0;205;3;0;10241;0;0;1330;1091;0;0;7;7;0;0;0;0;1337;1098;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4987558;0;0;67;0;29;0;1;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;45;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;0;0;93;0;93;0;0;0;0;0;0;93;0;0;0;2;0;2;4662.4272;4662.4272;0;6.4576573;0;6.4576573;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40451;0;0;0;0;0;997;3394;0;27043;51726;1436;27674;51726;68;51726;40814.5;10911.5
A;0;123505;2019;35;6;4;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;0;0;85390;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;347;0;0;0;0;0;0;0;0;0;161;0;0;0;0;0;0;0;4563;0;4193;0;0;0;0;0;0;0;0;0;0;0;0;2499;379;11;165;0;0;0;242;209;89;138;626;14;28;0;0;0;0;128;59;0;20;144;5233;0;23244;503;33731;146;8;4355;0;0;86;1532;74;0;105;0;10453;28152;0;0;2814;3032;0;0;413;836;0;0;0;0;3227;3868;1;3009863;1;14430755;1782;0;0;0;31312;1;5;0;0;0;0;0;0;0;0;0;3.5037327;2;23;20;2;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1961;11;4.501955;0;0;740;0;22244;352;0;9;5442;0;637;1287;0;154;0;0;200;0;0;0;1;0;1;0;11;1;11;1;34;13;34;13;24;1;24;1;45;0;2;48;684;6;45;1296;37;48;1732;26;12;4;12;4;38;4;42;4;48;8;58;8;36972;85050;68172;0;0;0;1;0;11;1;34;13;24;1;70;15;85;131;419;2752;1860;5162;12;4;40;4;53;8;5162;105;16;121;175;31;206;396891.09;206697.09;190194;6.7360973;4.3541598;5.336998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;0;0;4193;86493;6127;12047.504;86936;7821;86936;14565.005859375;72370.9921875
A;0;124703;2019;35;5;5;10;100;0;0;5;1;7;0;0;360.99991;1490;888;5;0;0;0;0;0;0;0;0;0;0;0;0;112571;0;0;0;44;194;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2453;0;60;801;0;0;0;0;0;844;1705;65552;3157;0;0;0;0;4772;1836;0;0;0;0;0;0;265;122;365;175;0;0;0;59;187;67;489;491;186;0;0;0;0;772;125;40;24;8;0;7142;428;7977;404;19326;26;330;6592;0;0;585;71;37;0;439;540;43;8590;0;17500;286;561;0;0;1953;1163;0;0;0;0;2239;1724;0;0;1;201150;112;0;0;0;2741;2;6;0;0;0;0;0;0;0;1;93920;78;0;0;46.944901;1;29519;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6551;2560;7406;0;0;0;219;81;200;48;4;173;64;0;27;0;0;0;10;4;10;4;19;35;19;35;76;9;76;9;26;0;26;0;45;0;39;45;1586;55;45;4252;133;45;438;29;5;5;7;5;0;0;0;0;0;0;0;0;26820;0;0;161;0;0;10;4;19;35;76;9;26;0;131;48;179;2501;990;2873;522;6886;6;5;0;0;0;0;6886;6;5;11;137;53;190;448503.75;421683.75;26820;6.5256944;6.7539678;6.5389104;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38197;13216;57768;0;0;0;0;0;3395;0;0;68709;115383;7604;71902.945;115383;4237;114582;82362.9453125;32219.0546875
A;0;125583;2019;35;6;5;4;100;0;0;4;1;7;0;0;360.99991;666086;157045;4020;0;0;0;0;0;0;0;0;0;0;0;0;20156096;0;0;0;45030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6134;0;0;116675;129;262175;292548;0;0;0;0;0;259638;0;8755783;0;0;0;0;0;647653;0;0;0;0;0;0;0;86261;25966;4899;48436;0;0;0;16145;20708;14222;631989;117799;192373;0;0;0;76911;688528;366442;39320;3113;10873;35661;1484391;140295;2581438;651856;7237626;88758;0;465794;30746;0;7451;5238;29478;22522;38477;0;108246;2898347;0;0;34232;34737;0;0;1795648;1822135;265946;269869;0;0;2095826;2126741;0;0;1;345612;39859;0;0;0;1969;2;1840;0;0;0;0;0;0;0;0;0;0;1;16480;10111;1;21414;17151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3162;0;43572;0;5263;18920;4688525;0;1775014;9736;0;80622;37033;0;510064;396356;0;153246;5;3;5;3;6;35;6;35;15;12;15;12;30;0;30;0;45;0;4184;45;1174;20042;45;370;25198;45;8000;15322;34;23;30;29;65;1;67;3;86;0;71;0;125280;133620;183768;55948;0;6248;5;3;6;35;15;12;30;0;56;50;106;251743;379494;476042;312366;1419645;32;26;66;2;78.5;0;1419645;176.5;28;204.5;232.5;78;310.5;698207.63;255539.66;442668;6.6779838;5.9962225;6.2289648;3870;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12833133;7326983;0;0;0;0;0;0;0;0;0;8755783;21028276;597987;11019496;21028404;4733193;20739780;12049028;8690752
A;0;125646;2019;35;5;5;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;211226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9065;0;0;0;0;0;0;0;0;0;630;0;0;0;0;0;40;6296;0;4449;0;0;0;0;0;183;165;10;131;0;0;0;366;297;146;565;1249;27;1478;0;0;0;3420;0;0;0;0;54;8051;0;37041;1789;54972;1;6;51164;0;0;179;21026;276;0;1;2124;95;56048;0;45809;0;0;0;0;7693;7724;0;0;0;0;7693;7724;0;0;2;46;6338;0;0;0;34724;2;38;0;0;0;0;0;0;0;0;0;2.2666192;2;52;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6821899;5.7660861;0;0;774;42;35559;4;0;63;103;0;305;18258;0;98;64;0;857;0;0;0;17;4;17;4;4;4;4;4;35;15;35;15;53;4;53;4;43;0;21;43;62;5;43;0;45;43;2350;123;0;0;0;1;2;4;2;3;0;0;0;0;531;7488;0;0;0;0;17;4;4;4;35;15;53;4;109;27;136;3086;769;2290;1712;7857;0;.5;2;3.5;0;0;7857;2;4;6;111;31;142;312020.63;304001.63;8019;6.1919851;3.7022171;6.0867839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;40;211227;72376;32630.949;211227;19161;211227;25834.71484375;185392.28125
A;1;125651;2019;35;3;3;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;729351;0;99589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;0;0;0;0;0;0;0;37633;0;608771;0;0;0;0;0;0;0;0;0;0;0;0;152;0;2;26;0;0;0;9;61;4;483;162;0;0;0;0;0;0;0;38;0;0;94;1699;108;96;520;3454;4;6;0;0;0;54;85511;0;0;92;0;0;-1084;0;6485;35450;38042;0;0;0;0;0;0;0;0;35450;38042;0;0;1;55405;18;0;0;0;285;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;15;44;0;0;0;0;0;0;51;3;23;49;0;8;0;0;95;6;1;6;1;1;0;1;0;9;4;9;4;0;0;0;0;45;0;34;45;6;1;44;26;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;9;4;0;0;16;5;21;1161;14;444;0;1619;0;0;0;0;0;0;1619;0;0;0;16;5;21;48096.559;48096.559;0;6.344357;0;6.344357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;828940;0;0;0;0;0;0;0;0;608771;828940;85575;695602;828940;123;828940;644774;184166
A;0;128166;2019;35;3;3;12;100;0;0;5;1;7;0;0;360.99991;1027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18847;0;0;0;0;0;4792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;1;0;0;0;0;0;0;0;125;0;17000;0;0;0;0;0;0;0;0;0;0;0;0;209;122;0;2;0;0;0;88;0;1;172;15;0;23;0;0;0;3656;0;4;0;8;126;1206;72;81;415;6200;99;3;0;0;0;93;0;0;0;106;0;1343;3503;0;0;351.74973;305.5997;0;0;469;382;0;0;0;0;820.74976;687.59973;0;0;0;0;.30430147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.60718095;0;0;0;0;11;0;0;6;0;0;64;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;16;0;16;0;2;0;2;0;45;0;3;0;0;0;45;148;19;45;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;16;0;2;0;20;2;22;407;0;719;57;1183;0;0;0;0;0;0;1183;0;0;0;20;2;22;51203.703;51203.703;0;6.447207;0;6.447207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16869;0;0;0;0;0;1978;0;0;17000;24666;195;18047.305;24666;0;24666;21562.060546875;3103.939453125
A;0;144359;2019;35;2;2;4;100;0;0;5;1;7;0;0;360.99991;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;382552;0;14000;0;0;0;76907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;18149;0;142;0;0;0;0;0;0;0;0;0;73850;35275;304320;0;0;0;0;4784;0;0;0;0;0;0;0;20;12;0;0;0;0;0;0;0;8;0;456;0;0;0;0;0;0;0;0;1;0;5;751;35;0;415;1703;1;186;1379;0;0;0;0;0;0;304;0;14417;56025;0;30155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;7;3;0;0;0;0;0;0;0;0;0;0;44;335;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;3;0;0;7;3;10;0;0;744;0;744;0;0;0;0;0;0;744;0;0;0;7;3;10;23026.422;23026.422;0;6.3785119;0;6.3785119;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53793;0;0;0;0;43504;299258;0;339595;473462;1566;340237;473462;0;473462;418912;54550
A;0;119028;2019;35;0;0;4;100;0;0;5;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;139;0;0;0;0;0;0;0;483;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;61;92;0;0;0;0;0;360;0;0;0;7;120;144;392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2060;0;2060;0;5.7063727;5.7063727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;360;68;585;0;585;525;60
F;0;119161;2019;35;0;0;4;100;0;0;4;1;7;0;0;360;12560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3885;0;0;0;3308345;3367930;0;52175;0;0;12560;12122;0;0;71953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138938;0;0;0;0;0;0;0;0;0;0;0;0;336703;577178;4120;76053;0;7283;0;0;0;6;5877;0;71291;62877;3770;0;0;0;427;328548;0;0;0;0;0;0;0;1030111;140724;1731087;0;113;0;0;0;0;149389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16654;0;0;0;0;0;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;45;0;0;45;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6757017;149502;477212;6828970;0;6828970;1633051;5195919
A;0;119229;2019;35;0;0;2;100;0;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1647756;0;0;0;1543810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6087;0;0;0;0;0;153522;0;0;0;0;0;0;0;0;0;87291;0;0;0;0;0;0;0;0;0;0;0;0;0;536911;0;11834;0;0;0;0;0;0;0;0;57214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782799;2838;854685;1151;0;0;0;0;0;0;2357;0;70422;0;407478;1390880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86232;0;651734;0;0;125961;0;0;0;0;0;0;0;0;0;0;0;5105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;2340;0;2340;0;6.4819961;6.4819961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3191566;1151;71886;3191566;86232;3191566;693250;2498316
A;0;120418;2019;35;8;7;5;0;100;0;4;1;7;0;0;360.99991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371756448;223757;4861268;2020023;0;0;0;0;0;0;0;0;0;0;0;57715600;0;0;0;0;272544;13558488;0;3041021;0;0;0;0;0;0;0;3750521;0;0;0;0;0;0;0;0;0;0;0;0;0;490155;1874392;421111;0;612392;0;0;0;473577;1683155;603474;8279446;479129;425139;2005235;0;0;357183;7382016;423187;54827;0;45740;0;24763992;6743887;55061092;964239;112653216;728325;736613;72795136;0;0;76456920;197960;399417;47;101582;0;214405;140070480;0;32878288;0;0;0;0;6984;63040;0;0;34919;315202;41903;378242;0;0;1;1771247;260928;0;0;0;84969;2;61963;0;0;0;0;0;0;0;1;11347;7147;1;192583;119221;0;0;10134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464;287516;0;74830032;1348822;26707678;86989;29899;42859;35386392;1022295;22087812;1097668;0;1213511;3520853;0;2865682;7162617;0;1594436;40;4;40;4;10;17;10;17;318;86;318;86;96;7;96;7;44;0;59364;44;911;23548;44;16144;696571;44;21711;121489;159;42;148;49;1162;36;1563;59;435;38;770;38;347244;2635376;1285587;403009;0;0;40;4;10;17;318;86;96;7;464;114;578;5803411;428215;15152796;2478599;23863020;153.5;45.5;1362.5;47.5;602.5;38;23863020;2118.5;131;2249.5;2582.5;245;2827.5;5618537;1350330.3;4268207;6.4715018;5.2559638;5.5044451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378861504;150914960;19617064;378861504;112808432;378861504;30220810;348640704
